train_no,train_type,current_station,next_station,distance_remaining_km,current_speed_kmph,current_delay_min,historical_avg_delay_min,congestion_score,weather,hour,day_of_week,actual_remaining_time_min
12301,Rajdhani,Gaya,Howrah,212.5,65.5,30.8,27.3,0.32,Fog,10,5,205.0
12301,Rajdhani,New Delhi,Kanpur,195.8,74.9,14.4,3.5,0.228,Rain,0,2,172.1
12259,Duronto,Gaya,DDU,175.9,72.9,18.5,4.7,0.291,Clear,6,6,172.5
12259,Duronto,Dhanbad,Gaya,210.5,81.1,14.2,20.0,0.172,Clear,4,0,161.4
12723,Express,Vijayawada,Gudur,291.0,78.6,-5.0,9.3,0.18,Heavy Rain,5,2,208.8
12860,Express,Wadi,Secunderabad,175.8,65.0,11.6,12.2,0.384,Clear,9,0,177.8
12627,Express,Warangal,Secunderabad,259.2,82.4,31.4,4.8,0.534,Clear,10,3,209.8
12301,Rajdhani,Kanpur,Prayagraj,158.1,64.2,17.0,5.4,0.308,Clear,3,1,177.0
12951,Rajdhani,Surat,Vadodara,161.7,71.1,28.5,11.7,0.148,Rain,2,1,137.2
12723,Express,Vijayawada,Gudur,192.8,57.0,-5.0,14.3,0.595,Clear,5,3,216.5
12723,Express,Hyderabad,Kazipet,112.2,59.4,1.5,0.0,0.148,Clear,0,5,136.7
12951,Rajdhani,Kota,New Delhi,273.6,76.8,9.3,6.4,0.2,Clear,10,4,204.4
12301,Rajdhani,Gaya,Howrah,190.2,67.5,11.8,8.5,0.227,Clear,9,5,188.7
12951,Rajdhani,Ratlam,Kota,149.8,57.5,35.5,25.2,0.372,Rain,8,0,221.7
12259,Duronto,DDU,New Delhi,267.3,72.9,24.3,0.0,0.217,Clear,10,0,225.6
12259,Duronto,Dhanbad,Gaya,125.8,50.2,21.6,2.5,0.386,Clear,4,4,172.7
12723,Express,Warangal,Vijayawada,178.5,59.0,8.3,17.7,0.32,Clear,2,5,214.6
12860,Express,Kalaburagi,Wadi,57.7,48.9,10.1,2.3,0.226,Clear,8,3,113.0
12951,Rajdhani,Ratlam,Kota,232.4,76.4,3.8,8.6,0.066,Clear,7,2,176.4
12723,Express,Kazipet,Warangal,40.0,64.4,25.6,9.7,0.308,Clear,2,4,54.4
12259,Duronto,Gaya,DDU,191.0,65.2,19.4,23.2,0.231,Clear,6,5,188.0
12301,Rajdhani,New Delhi,Kanpur,150.4,64.8,28.7,1.1,0.558,Clear,0,6,178.7
12259,Duronto,Asansol,Dhanbad,103.9,64.7,-5.0,15.6,0.164,Heavy Rain,3,0,111.8
12301,Rajdhani,DDU,Gaya,152.4,66.6,17.4,3.0,0.177,Clear,7,1,138.7
12259,Duronto,DDU,New Delhi,188.4,55.7,20.5,19.6,0.304,Clear,8,5,221.8
12627,Express,Warangal,Secunderabad,126.2,48.3,29.7,12.7,0.243,Fog,9,6,218.6
12860,Express,Mumbai,Pune,156.9,49.9,9.1,28.1,0.434,Rain,0,6,229.9
12627,Express,Chennai,Gudur,161.5,62.0,9.1,0.0,0.293,Fog,23,2,155.5
12723,Express,Kazipet,Warangal,40.0,57.6,13.9,13.5,0.233,Clear,1,0,56.3
12259,Duronto,Sealdah,Asansol,162.1,74.6,0.8,24.7,0.274,Clear,0,6,160.2
12860,Express,Mumbai,Pune,192.2,55.3,33.0,18.2,0.4,Heavy Rain,23,5,236.0
12951,Rajdhani,Mumbai,Surat,224.0,67.1,12.1,5.5,0.159,Fog,23,3,199.6
12627,Express,Vijayawada,Warangal,197.9,73.6,-5.0,1.6,0.176,Rain,6,2,192.1
12627,Express,Gudur,Nellore,74.0,68.0,4.4,7.4,0.396,Clear,2,4,69.5
12259,Duronto,Asansol,Dhanbad,85.4,60.4,19.6,22.2,0.672,Clear,2,2,125.2
12627,Express,Nellore,Vijayawada,199.5,65.7,21.6,10.0,0.548,Clear,3,4,194.8
12951,Rajdhani,Mumbai,Surat,196.6,73.9,-5.0,7.1,0.291,Rain,23,3,185.7
12627,Express,Chennai,Gudur,216.4,78.0,12.3,8.3,0.308,Clear,23,3,155.6
12627,Express,Chennai,Gudur,116.2,55.9,4.1,10.6,0.124,Clear,1,6,161.7
12627,Express,Vijayawada,Warangal,181.3,68.9,12.7,3.8,0.366,Clear,6,3,187.6
12301,Rajdhani,New Delhi,Kanpur,221.5,78.8,19.8,0.5,0.03,Rain,0,4,174.6
12259,Duronto,Asansol,Dhanbad,108.2,71.7,8.2,15.0,0.329,Clear,2,1,104.6
12860,Express,Wadi,Secunderabad,172.8,58.6,-5.0,29.3,0.123,Rain,10,4,183.8
12723,Express,Gudur,Chennai,183.4,62.5,22.4,15.2,0.113,Clear,9,0,212.3
12627,Express,Gudur,Nellore,69.9,57.2,0.1,7.1,0.196,Rain,2,0,81.5
12723,Express,Kazipet,Warangal,41.0,69.6,14.6,8.7,0.258,Clear,1,3,56.6
12723,Express,Gudur,Chennai,158.8,52.4,2.1,17.6,0.046,Fog,9,4,216.9
12259,Duronto,Asansol,Dhanbad,112.3,65.9,19.7,27.7,0.463,Clear,1,3,127.6
12259,Duronto,Dhanbad,Gaya,154.5,69.5,-5.0,17.4,0.637,Rain,4,3,160.6
12259,Duronto,Gaya,DDU,151.8,60.5,18.1,9.8,0.196,Clear,6,0,170.1
12627,Express,Vijayawada,Warangal,163.1,59.0,-5.0,0.0,0.084,Heavy Rain,6,0,202.4
12301,Rajdhani,Gaya,Howrah,190.1,59.4,6.2,12.8,0.366,Clear,10,4,196.7
12951,Rajdhani,Surat,Vadodara,157.9,71.0,-5.0,7.3,0.086,Clear,2,2,118.0
12951,Rajdhani,Vadodara,Ratlam,213.6,76.4,19.2,12.0,0.114,Clear,5,3,178.7
12627,Express,Vijayawada,Warangal,195.9,65.8,1.5,20.0,0.545,Rain,7,2,194.1
12627,Express,Gudur,Nellore,73.9,69.8,-5.0,21.1,0.344,Fog,1,0,81.3
12860,Express,Wadi,Secunderabad,199.4,71.5,14.2,3.7,0.154,Clear,10,0,168.7
12723,Express,Gudur,Chennai,210.2,66.7,21.2,13.9,0.346,Clear,9,6,216.8
12860,Express,Solapur,Kalaburagi,105.5,48.0,18.4,8.2,0.299,Rain,6,4,180.6
12259,Duronto,Sealdah,Asansol,204.5,74.0,15.6,15.4,0.75,Clear,0,3,181.8
12301,Rajdhani,DDU,Gaya,122.8,60.7,22.6,5.6,0.124,Clear,7,4,150.1
12723,Express,Gudur,Chennai,191.0,63.7,-5.0,2.2,0.201,Clear,8,3,189.6
12951,Rajdhani,Surat,Vadodara,152.0,72.7,29.6,0.0,0.641,Clear,3,0,144.6
12627,Express,Warangal,Secunderabad,196.4,66.3,14.6,14.3,0.423,Clear,9,4,190.7
12259,Duronto,Gaya,DDU,213.0,75.5,7.8,14.9,0.121,Fog,6,1,181.2
12951,Rajdhani,Mumbai,Surat,259.1,80.2,0.9,8.4,0.601,Rain,0,6,194.0
12627,Express,Gudur,Nellore,64.5,63.7,12.8,16.0,0.169,Clear,2,5,67.1
12723,Express,Warangal,Vijayawada,215.1,70.9,24.1,17.4,0.362,Clear,1,0,213.0
12627,Express,Chennai,Gudur,177.1,67.0,14.6,29.7,0.167,Clear,23,4,160.9
12301,Rajdhani,Gaya,Howrah,176.1,72.2,12.5,0.0,0.236,Clear,10,0,179.8
12951,Rajdhani,Kota,New Delhi,193.3,64.5,24.4,3.1,0.142,Clear,11,5,218.7
12259,Duronto,Dhanbad,Gaya,156.0,70.5,24.3,25.0,0.323,Clear,3,6,158.3
12301,Rajdhani,Kanpur,Prayagraj,216.0,78.9,16.5,7.2,0.112,Rain,2,1,176.5
12259,Duronto,Dhanbad,Gaya,221.3,87.6,19.0,3.9,0.113,Clear,3,3,158.4
12951,Rajdhani,Mumbai,Surat,189.7,65.1,-4.3,23.7,0.055,Clear,23,0,183.9
12951,Rajdhani,Vadodara,Ratlam,172.4,67.7,15.0,12.1,0.448,Rain,4,4,199.9
12627,Express,Nellore,Vijayawada,102.0,38.0,6.9,8.2,0.533,Clear,3,0,219.0
12627,Express,Warangal,Secunderabad,189.1,60.4,15.9,11.4,0.555,Rain,9,6,207.4
12259,Duronto,Dhanbad,Gaya,163.8,66.0,31.8,8.0,0.171,Clear,4,6,161.5
12259,Duronto,Sealdah,Asansol,174.9,68.4,41.0,18.1,0.183,Clear,0,1,180.4
12860,Express,Mumbai,Pune,225.2,73.5,-5.0,15.2,0.161,Rain,0,0,204.9
12723,Express,Vijayawada,Gudur,171.2,55.7,11.3,5.9,0.108,Clear,5,0,210.5
12301,Rajdhani,Prayagraj,DDU,207.4,68.3,23.6,9.4,0.258,Clear,4,0,180.6
12301,Rajdhani,DDU,Gaya,148.0,73.4,21.8,11.5,0.158,Rain,8,4,154.7
12259,Duronto,Asansol,Dhanbad,116.6,78.1,19.8,12.1,0.152,Fog,1,3,115.6
12723,Express,Vijayawada,Gudur,206.2,63.8,7.2,12.2,0.187,Rain,5,6,212.9
12627,Express,Vijayawada,Warangal,192.1,68.9,6.0,9.9,0.352,Rain,6,2,193.7
12301,Rajdhani,Gaya,Howrah,127.6,49.8,14.8,20.2,0.194,Rain,10,5,208.0
12723,Express,Hyderabad,Kazipet,120.4,54.4,19.7,11.8,0.656,Clear,23,1,155.3
12723,Express,Kazipet,Warangal,40.0,53.5,14.9,0.0,0.262,Clear,1,2,54.3
12860,Express,Kalaburagi,Wadi,79.9,62.9,32.8,20.1,0.351,Clear,8,3,114.7
12627,Express,Chennai,Gudur,137.4,58.7,-3.0,13.1,0.225,Rain,23,2,164.2
12951,Rajdhani,Surat,Vadodara,130.4,75.9,13.6,13.4,0.131,Clear,3,4,128.1
12259,Duronto,Dhanbad,Gaya,171.9,65.5,12.7,11.8,0.08,Clear,5,3,153.1
12259,Duronto,Gaya,DDU,199.9,65.8,16.3,7.6,0.276,Heavy Rain,6,4,181.9
12301,Rajdhani,Prayagraj,DDU,179.8,74.3,31.7,11.3,0.136,Clear,5,1,179.4
12259,Duronto,Gaya,DDU,200.2,79.5,-5.0,13.0,0.238,Clear,6,5,167.3
12627,Express,Gudur,Nellore,73.0,68.8,-3.4,0.8,0.703,Heavy Rain,2,6,85.1
12301,Rajdhani,Prayagraj,DDU,210.3,86.0,17.9,17.4,0.5,Clear,5,3,175.6
12860,Express,Pune,Solapur,236.3,72.3,10.3,12.7,0.124,Clear,3,5,185.4
12723,Express,Warangal,Vijayawada,222.6,64.0,15.0,0.0,0.502,Clear,3,6,218.3
12951,Rajdhani,Mumbai,Surat,217.2,71.0,2.0,3.1,0.242,Rain,0,3,198.4
12723,Express,Warangal,Vijayawada,198.7,54.1,13.3,23.8,0.086,Clear,2,3,214.6
12301,Rajdhani,New Delhi,Kanpur,169.5,70.6,8.8,11.9,0.473,Rain,23,4,184.0
12301,Rajdhani,Gaya,Howrah,185.0,70.8,5.2,11.2,0.232,Clear,9,2,173.2
12951,Rajdhani,Surat,Vadodara,160.3,73.0,-5.0,10.3,0.284,Clear,2,4,134.8
12951,Rajdhani,Ratlam,Kota,212.2,77.0,12.7,7.9,0.315,Rain,7,6,198.7
12951,Rajdhani,Ratlam,Kota,196.9,64.3,31.5,8.9,0.282,Clear,7,5,193.4
12860,Express,Solapur,Kalaburagi,139.1,60.6,-5.0,0.0,0.267,Rain,5,1,162.2
12301,Rajdhani,DDU,Gaya,162.0,63.6,20.1,6.4,0.456,Clear,8,2,156.0
12951,Rajdhani,Vadodara,Ratlam,222.8,71.1,-5.0,15.1,0.338,Rain,3,1,186.4
12951,Rajdhani,Mumbai,Surat,259.4,81.6,16.2,13.1,0.523,Fog,23,1,204.4
12723,Express,Kazipet,Warangal,40.0,52.7,26.0,10.7,0.235,Heavy Rain,2,3,72.4
12301,Rajdhani,New Delhi,Kanpur,172.5,67.5,-5.0,4.8,0.134,Clear,0,3,161.8
12301,Rajdhani,New Delhi,Kanpur,190.2,83.9,10.3,0.0,0.106,Clear,23,1,158.9
12259,Duronto,Dhanbad,Gaya,213.6,77.9,-1.2,19.8,0.273,Clear,3,0,162.9
12951,Rajdhani,Mumbai,Surat,212.1,67.8,10.0,15.8,0.364,Rain,23,2,198.5
12259,Duronto,DDU,New Delhi,228.9,61.2,49.3,13.8,0.189,Heavy Rain,9,1,251.7
12951,Rajdhani,Surat,Vadodara,140.0,65.4,24.5,6.9,0.633,Clear,3,6,154.8
12301,Rajdhani,DDU,Gaya,178.0,70.8,33.0,12.6,0.388,Clear,6,2,157.1
12951,Rajdhani,Vadodara,Ratlam,179.0,67.6,2.6,8.2,0.256,Clear,4,4,191.2
12951,Rajdhani,Vadodara,Ratlam,180.2,64.9,-5.0,21.0,0.475,Rain,5,2,183.8
12627,Express,Vijayawada,Warangal,224.6,71.1,15.9,25.0,0.372,Clear,6,2,188.3
12951,Rajdhani,Mumbai,Surat,200.1,63.3,18.0,18.5,0.31,Heavy Rain,1,0,218.3
12951,Rajdhani,Mumbai,Surat,198.3,57.6,4.1,25.2,0.514,Clear,0,3,214.0
12860,Express,Wadi,Secunderabad,159.3,59.5,20.8,1.1,0.25,Clear,9,4,171.0
12259,Duronto,Gaya,DDU,207.8,67.8,9.0,16.2,0.328,Clear,5,4,173.3
12951,Rajdhani,Ratlam,Kota,198.3,74.2,-0.3,6.9,0.218,Clear,7,5,193.6
12259,Duronto,Dhanbad,Gaya,181.1,80.7,23.2,19.9,0.332,Clear,3,6,169.3
12301,Rajdhani,DDU,Gaya,163.9,72.4,28.9,12.6,0.444,Rain,7,6,159.6
12627,Express,Gudur,Nellore,69.6,62.0,28.3,12.1,0.419,Rain,2,5,83.3
12723,Express,Hyderabad,Kazipet,132.0,53.8,14.3,14.4,0.561,Clear,23,2,154.7
12301,Rajdhani,Gaya,Howrah,159.0,64.7,13.7,11.0,0.35,Clear,9,0,194.9
12301,Rajdhani,Kanpur,Prayagraj,205.7,69.0,5.6,17.7,0.376,Rain,2,1,176.6
12951,Rajdhani,Ratlam,Kota,232.8,71.1,8.6,12.5,0.298,Clear,7,5,193.9
12627,Express,Warangal,Secunderabad,198.5,61.0,19.5,0.0,0.592,Fog,9,2,215.9
12627,Express,Nellore,Vijayawada,241.1,73.2,29.1,5.3,0.272,Heavy Rain,3,0,212.9
12627,Express,Gudur,Nellore,58.6,59.7,-5.0,0.0,0.295,Rain,2,2,75.4
12301,Rajdhani,DDU,Gaya,139.3,72.5,-5.0,18.2,0.193,Clear,7,4,146.2
12259,Duronto,Gaya,DDU,207.6,67.2,9.1,0.0,0.53,Clear,7,0,185.0
12723,Express,Warangal,Vijayawada,168.8,57.7,8.1,12.6,0.116,Clear,2,5,213.3
12723,Express,Hyderabad,Kazipet,109.0,56.8,6.5,22.4,0.085,Clear,23,5,150.5
12951,Rajdhani,Mumbai,Surat,157.5,60.6,0.1,0.0,0.732,Clear,23,5,198.7
12259,Duronto,Asansol,Dhanbad,125.6,69.0,15.1,17.4,0.267,Clear,2,4,114.9
12723,Express,Hyderabad,Kazipet,120.2,50.7,4.9,4.7,0.332,Clear,0,5,146.9
12860,Express,Pune,Solapur,183.6,57.4,23.3,16.4,0.133,Clear,3,6,202.4
12951,Rajdhani,Ratlam,Kota,178.5,66.9,2.0,12.7,0.063,Clear,8,4,186.0
12627,Express,Nellore,Vijayawada,252.7,73.4,0.5,13.2,0.298,Clear,3,1,183.7
12723,Express,Gudur,Chennai,190.0,58.0,27.4,30.2,0.694,Clear,9,6,223.2
12627,Express,Warangal,Secunderabad,235.9,71.7,30.3,6.1,0.6,Clear,10,0,203.0
12627,Express,Vijayawada,Warangal,238.6,69.4,16.6,11.0,0.385,Clear,6,0,201.7
12301,Rajdhani,Gaya,Howrah,187.6,77.3,10.5,11.4,0.13,Rain,10,3,172.5
12860,Express,Kalaburagi,Wadi,84.3,55.4,17.2,0.0,0.052,Clear,9,4,85.6
12259,Duronto,Dhanbad,Gaya,180.1,73.6,11.1,13.9,0.333,Heavy Rain,3,2,172.6
12860,Express,Kalaburagi,Wadi,100.0,72.5,-5.0,16.7,0.215,Clear,9,4,86.1
12723,Express,Vijayawada,Gudur,208.6,63.3,17.9,5.4,0.076,Fog,5,2,204.7
12259,Duronto,DDU,New Delhi,264.8,72.9,12.9,17.4,0.392,Clear,8,3,213.1
12627,Express,Warangal,Secunderabad,178.0,60.9,1.2,12.7,0.085,Clear,9,1,184.9
12301,Rajdhani,Prayagraj,DDU,179.5,65.0,28.8,21.7,0.26,Clear,5,2,189.1
12259,Duronto,Sealdah,Asansol,172.6,74.9,29.3,0.0,0.471,Rain,0,2,168.0
12301,Rajdhani,Gaya,Howrah,222.5,71.6,9.5,10.3,0.537,Clear,10,0,183.2
12627,Express,Gudur,Nellore,61.3,54.3,7.8,16.6,0.176,Clear,1,4,90.5
12860,Express,Kalaburagi,Wadi,88.3,57.9,16.7,11.7,0.237,Clear,8,5,110.1
12627,Express,Gudur,Nellore,70.7,60.1,11.4,5.2,0.084,Heavy Rain,2,5,87.4
12259,Duronto,Sealdah,Asansol,198.6,75.0,5.1,15.5,0.513,Fog,0,0,167.0
12723,Express,Gudur,Chennai,218.4,66.0,1.8,9.7,0.186,Fog,9,1,206.4
12723,Express,Warangal,Vijayawada,184.6,55.6,18.4,21.3,0.554,Clear,2,3,223.9
12627,Express,Vijayawada,Warangal,233.4,69.7,27.6,19.8,0.308,Rain,6,3,204.0
12951,Rajdhani,Vadodara,Ratlam,226.2,83.0,26.8,0.0,0.369,Fog,5,5,193.0
12259,Duronto,Sealdah,Asansol,163.2,59.3,1.1,18.4,0.627,Fog,23,3,178.5
12301,Rajdhani,New Delhi,Kanpur,176.7,61.5,3.3,13.2,0.268,Clear,23,5,175.2
12951,Rajdhani,Ratlam,Kota,156.1,59.4,3.8,19.2,0.265,Clear,7,2,178.2
12723,Express,Kazipet,Warangal,40.0,65.3,27.7,5.6,0.124,Heavy Rain,2,3,65.5
12627,Express,Chennai,Gudur,188.9,84.5,30.9,13.1,0.141,Fog,0,4,170.5
12951,Rajdhani,Kota,New Delhi,223.0,68.8,25.5,6.8,0.248,Rain,9,1,213.5
12860,Express,Wadi,Secunderabad,163.1,57.1,23.7,12.2,0.39,Heavy Rain,10,5,192.3
12259,Duronto,Dhanbad,Gaya,223.9,81.4,12.7,0.0,0.627,Rain,3,6,173.8
12259,Duronto,DDU,New Delhi,225.1,60.3,-5.0,11.0,0.116,Rain,8,6,217.1
12259,Duronto,Sealdah,Asansol,180.4,69.9,12.1,19.1,0.587,Clear,0,0,175.0
12951,Rajdhani,Vadodara,Ratlam,201.8,69.9,23.3,6.0,0.349,Rain,5,5,201.9
12951,Rajdhani,Vadodara,Ratlam,165.8,68.4,14.4,8.7,0.499,Clear,5,0,189.2
12301,Rajdhani,DDU,Gaya,169.3,71.5,-4.2,0.0,0.245,Clear,7,3,140.0
12723,Express,Vijayawada,Gudur,186.5,63.6,3.0,0.0,0.278,Heavy Rain,5,4,212.8
12301,Rajdhani,DDU,Gaya,189.3,74.9,-5.0,1.2,0.139,Clear,8,3,128.9
12951,Rajdhani,Surat,Vadodara,115.5,62.0,24.2,13.4,0.218,Rain,2,0,158.3
12627,Express,Vijayawada,Warangal,197.3,70.7,12.7,4.7,0.376,Clear,6,3,197.9
12259,Duronto,Dhanbad,Gaya,156.0,69.9,21.2,12.0,0.207,Rain,4,6,164.8
12860,Express,Wadi,Secunderabad,170.0,64.3,16.4,9.2,0.16,Rain,9,4,182.4
12860,Express,Solapur,Kalaburagi,197.9,69.8,2.0,12.0,0.073,Clear,5,4,159.2
12627,Express,Vijayawada,Warangal,172.0,55.5,14.2,0.0,0.207,Heavy Rain,6,5,205.4
12723,Express,Hyderabad,Kazipet,125.3,63.8,1.7,6.9,0.331,Clear,0,5,144.5
12627,Express,Gudur,Nellore,66.2,70.0,9.2,14.8,0.182,Clear,2,2,85.4
12723,Express,Hyderabad,Kazipet,169.5,68.8,-5.0,17.7,0.5,Clear,23,0,145.0
12301,Rajdhani,Gaya,Howrah,199.3,62.5,-5.0,15.4,0.054,Clear,10,4,183.4
12860,Express,Wadi,Secunderabad,94.3,39.1,-5.0,25.4,0.602,Rain,9,1,198.2
12860,Express,Wadi,Secunderabad,136.1,52.2,-3.2,15.2,0.073,Clear,10,2,175.3
12723,Express,Hyderabad,Kazipet,139.2,69.3,23.5,16.5,0.337,Clear,23,0,153.7
12301,Rajdhani,DDU,Gaya,143.8,66.6,11.6,10.5,0.389,Clear,8,3,149.2
12723,Express,Gudur,Chennai,197.8,59.8,12.5,12.5,0.223,Rain,8,5,223.1
12860,Express,Wadi,Secunderabad,148.2,63.6,20.7,15.8,0.347,Clear,10,1,180.0
12627,Express,Vijayawada,Warangal,155.2,60.7,13.7,12.6,0.173,Clear,5,2,196.3
12301,Rajdhani,DDU,Gaya,172.6,74.4,27.5,14.1,0.579,Fog,8,6,166.6
12301,Rajdhani,Gaya,Howrah,175.0,71.8,0.7,22.7,0.568,Clear,10,6,191.3
12627,Express,Warangal,Secunderabad,132.0,49.9,5.0,17.0,0.459,Clear,9,3,207.4
12860,Express,Mumbai,Pune,140.9,39.8,21.7,2.7,0.212,Fog,0,5,224.6
12627,Express,Chennai,Gudur,164.8,71.0,11.9,13.7,0.606,Rain,23,4,177.9
12723,Express,Hyderabad,Kazipet,151.1,62.7,-3.1,5.5,0.14,Clear,23,2,134.1
12951,Rajdhani,Surat,Vadodara,151.0,67.3,21.7,9.0,0.089,Clear,3,1,130.2
12723,Express,Hyderabad,Kazipet,140.3,58.6,23.0,0.0,0.219,Clear,1,6,148.0
12723,Express,Gudur,Chennai,227.4,63.3,20.1,19.5,0.416,Clear,8,1,216.1
12301,Rajdhani,New Delhi,Kanpur,216.5,82.0,21.0,6.1,0.094,Clear,0,1,166.5
12259,Duronto,Asansol,Dhanbad,134.7,83.6,18.5,15.9,0.137,Rain,2,1,125.8
12301,Rajdhani,New Delhi,Kanpur,200.7,74.2,24.4,22.3,0.297,Clear,23,2,177.7
12951,Rajdhani,Mumbai,Surat,174.6,62.7,14.3,3.6,0.147,Clear,0,5,178.0
12259,Duronto,Sealdah,Asansol,195.6,82.3,9.4,19.8,0.363,Rain,23,2,175.1
12723,Express,Vijayawada,Gudur,253.3,68.8,8.4,1.6,0.335,Rain,6,2,212.8
12723,Express,Hyderabad,Kazipet,151.3,67.2,0.9,0.0,0.412,Clear,0,2,128.1
12627,Express,Nellore,Vijayawada,198.7,60.5,1.3,10.7,0.39,Heavy Rain,3,3,205.6
12627,Express,Gudur,Nellore,43.6,43.9,7.0,0.0,0.063,Clear,3,6,97.6
12627,Express,Chennai,Gudur,135.5,63.3,-5.0,3.3,0.101,Clear,23,4,137.2
12951,Rajdhani,Mumbai,Surat,212.1,69.0,-0.2,23.5,0.212,Fog,0,3,199.7
12627,Express,Vijayawada,Warangal,159.4,51.2,21.7,0.8,0.083,Clear,6,4,203.8
12860,Express,Solapur,Kalaburagi,159.7,73.8,-2.7,22.5,0.275,Rain,7,2,155.6
12259,Duronto,Sealdah,Asansol,143.9,62.9,18.8,3.6,0.325,Rain,23,3,173.7
12301,Rajdhani,Kanpur,Prayagraj,148.9,59.4,18.1,1.2,0.038,Clear,3,3,172.4
12860,Express,Kalaburagi,Wadi,79.8,56.5,20.5,7.9,0.158,Clear,8,4,95.2
12860,Express,Kalaburagi,Wadi,63.6,55.4,5.3,13.0,0.629,Clear,9,1,104.8
12860,Express,Mumbai,Pune,188.5,63.1,9.4,2.9,0.237,Clear,23,3,215.2
12723,Express,Hyderabad,Kazipet,131.2,58.8,15.3,0.7,0.143,Clear,0,2,143.4
12860,Express,Kalaburagi,Wadi,85.5,59.3,22.1,9.7,0.214,Clear,9,3,102.1
12860,Express,Kalaburagi,Wadi,74.7,63.6,16.7,3.4,0.184,Clear,8,6,91.3
12723,Express,Warangal,Vijayawada,197.1,62.6,2.1,18.1,0.159,Clear,3,2,203.2
12627,Express,Vijayawada,Warangal,203.3,62.4,-5.0,9.7,0.248,Clear,5,5,193.5
12723,Express,Kazipet,Warangal,41.0,69.6,24.2,10.7,0.422,Clear,2,2,50.6
12951,Rajdhani,Surat,Vadodara,126.1,68.2,25.2,0.0,0.35,Clear,3,0,144.2
12301,Rajdhani,Gaya,Howrah,215.3,72.3,-5.0,0.8,0.236,Clear,9,1,187.3
12627,Express,Chennai,Gudur,104.7,51.0,4.0,10.6,0.034,Clear,23,3,165.0
12951,Rajdhani,Vadodara,Ratlam,174.6,66.6,4.6,0.0,0.331,Heavy Rain,5,6,199.5
12259,Duronto,Asansol,Dhanbad,101.5,67.7,12.6,0.0,0.46,Rain,1,3,119.5
12259,Duronto,Dhanbad,Gaya,163.3,75.5,-5.0,15.1,0.218,Fog,3,3,158.2
12301,Rajdhani,Gaya,Howrah,145.1,53.4,25.4,17.5,0.522,Rain,10,4,216.2
12860,Express,Kalaburagi,Wadi,78.6,60.8,-2.4,16.7,0.313,Rain,8,1,101.5
12627,Express,Warangal,Secunderabad,190.9,58.0,33.8,23.8,0.095,Clear,9,1,203.4
12951,Rajdhani,Vadodara,Ratlam,176.7,60.2,-5.0,7.9,0.265,Clear,5,3,180.4
12723,Express,Vijayawada,Gudur,146.0,41.3,6.1,13.2,0.185,Clear,7,6,228.1
12951,Rajdhani,Mumbai,Surat,239.9,73.5,19.4,16.2,0.117,Heavy Rain,23,1,211.1
12301,Rajdhani,Kanpur,Prayagraj,178.2,61.8,-5.0,22.6,0.315,Fog,2,5,186.5
12627,Express,Nellore,Vijayawada,189.0,64.4,28.9,15.3,0.177,Fog,3,5,208.5
12951,Rajdhani,Mumbai,Surat,175.2,63.8,24.1,13.9,0.178,Rain,0,6,202.2
12723,Express,Gudur,Chennai,194.1,59.5,25.9,14.0,0.103,Clear,9,6,218.6
12259,Duronto,Dhanbad,Gaya,153.8,70.8,17.9,26.0,0.224,Clear,3,4,150.7
12301,Rajdhani,New Delhi,Kanpur,156.0,58.8,-1.0,14.6,0.397,Clear,0,0,174.4
12627,Express,Gudur,Nellore,47.4,47.9,-4.2,0.0,0.446,Clear,3,4,89.5
12860,Express,Mumbai,Pune,172.8,62.9,18.8,3.8,0.126,Clear,23,6,206.2
12259,Duronto,Asansol,Dhanbad,129.7,77.8,21.1,10.6,0.095,Rain,2,1,115.2
12259,Duronto,Sealdah,Asansol,141.3,62.0,1.5,9.6,0.037,Clear,0,4,154.4
12301,Rajdhani,New Delhi,Kanpur,193.2,75.9,26.7,22.7,0.313,Heavy Rain,0,6,184.7
12723,Express,Vijayawada,Gudur,223.9,67.6,-5.0,0.0,0.175,Clear,5,3,190.0
12301,Rajdhani,Kanpur,Prayagraj,154.9,67.1,22.0,8.4,0.125,Clear,2,2,171.7
12951,Rajdhani,Kota,New Delhi,178.9,61.2,25.8,20.0,0.154,Rain,10,4,236.6
12951,Rajdhani,Mumbai,Surat,238.3,84.4,20.2,20.0,0.469,Clear,23,0,211.1
12259,Duronto,Sealdah,Asansol,116.0,54.5,7.4,16.3,0.243,Clear,0,5,164.6
12301,Rajdhani,Prayagraj,DDU,154.2,65.2,5.6,11.1,0.176,Rain,4,1,188.7
12860,Express,Mumbai,Pune,245.2,76.4,-1.1,16.7,0.22,Fog,23,4,211.6
12627,Express,Gudur,Nellore,51.0,48.3,-5.0,7.6,0.337,Clear,2,4,83.4
12860,Express,Kalaburagi,Wadi,70.4,61.0,20.6,15.3,0.321,Heavy Rain,9,6,111.4
12860,Express,Kalaburagi,Wadi,84.2,64.7,11.5,6.6,0.497,Heavy Rain,8,5,113.5
12259,Duronto,DDU,New Delhi,196.9,65.7,3.1,13.5,0.295,Rain,8,4,214.6
12951,Rajdhani,Ratlam,Kota,172.0,62.6,-3.3,14.3,0.25,Clear,7,1,194.7
12951,Rajdhani,Vadodara,Ratlam,165.7,60.4,11.2,18.3,0.402,Clear,5,3,196.9
